source,target,data_mb,data_bytes,files
mdifffitid0000903,mconcatfitid0002081,0.000050000,50,1-fit.000015.000063.txt
mdifffitid0000902,mconcatfitid0002081,0.000050000,50,1-fit.000015.000062.txt
mdifffitid0000912,mconcatfitid0002081,0.000050000,50,1-fit.000016.000024.txt
mdifffitid0000911,mconcatfitid0002081,0.000050000,50,1-fit.000016.000023.txt
mdifffitid0000910,mconcatfitid0002081,0.000050000,50,1-fit.000016.000022.txt
mdifffitid0001250,mconcatfitid0002081,0.000050000,50,1-fit.000023.000054.txt
mdifffitid0001251,mconcatfitid0002081,0.000050000,50,1-fit.000023.000055.txt
mdifffitid0001252,mconcatfitid0002081,0.000050000,50,1-fit.000023.000056.txt
mdifffitid0001253,mconcatfitid0002081,0.000050000,50,1-fit.000023.000057.txt
mdifffitid0001254,mconcatfitid0002081,0.000050000,50,1-fit.000023.000058.txt
mdifffitid0001255,mconcatfitid0002081,0.000050000,50,1-fit.000023.000059.txt
mdifffitid0001256,mconcatfitid0002081,0.000050000,50,1-fit.000023.000060.txt
mdifffitid0001257,mconcatfitid0002081,0.000050000,50,1-fit.000023.000061.txt
mdifffitid0001258,mconcatfitid0002081,0.000050000,50,1-fit.000023.000062.txt
mdifffitid0001259,mconcatfitid0002081,0.000050000,50,1-fit.000023.000063.txt
mdifffitid0001260,mconcatfitid0002081,0.000050000,50,1-fit.000023.000064.txt
mdifffitid0001261,mconcatfitid0002081,0.000050000,50,1-fit.000024.000025.txt
mdifffitid0001262,mconcatfitid0002081,0.000050000,50,1-fit.000024.000026.txt
mdifffitid0001263,mconcatfitid0002081,0.000050000,50,1-fit.000024.000027.txt
mdifffitid0001264,mconcatfitid0002081,0.000050000,50,1-fit.000024.000028.txt
mdifffitid0001265,mconcatfitid0002081,0.000050000,50,1-fit.000024.000029.txt
mdifffitid0001266,mconcatfitid0002081,0.000050000,50,1-fit.000024.000030.txt
mdifffitid0001267,mconcatfitid0002081,0.000050000,50,1-fit.000024.000031.txt
mdifffitid0001268,mconcatfitid0002081,0.000050000,50,1-fit.000024.000032.txt
mdifffitid0001269,mconcatfitid0002081,0.000050000,50,1-fit.000024.000033.txt
mdifffitid0001271,mconcatfitid0002081,0.000050000,50,1-fit.000024.000035.txt
mdifffitid0001272,mconcatfitid0002081,0.000050000,50,1-fit.000024.000036.txt
mdifffitid0001273,mconcatfitid0002081,0.000050000,50,1-fit.000024.000037.txt
mdifffitid0001274,mconcatfitid0002081,0.000050000,50,1-fit.000024.000038.txt
mdifffitid0001275,mconcatfitid0002081,0.000050000,50,1-fit.000024.000039.txt
mdifffitid0001276,mconcatfitid0002081,0.000050000,50,1-fit.000024.000040.txt
mdifffitid0001277,mconcatfitid0002081,0.000050000,50,1-fit.000024.000041.txt
mdifffitid0001278,mconcatfitid0002081,0.000050000,50,1-fit.000024.000042.txt
mdifffitid0001279,mconcatfitid0002081,0.000050000,50,1-fit.000024.000043.txt
mdifffitid0001270,mconcatfitid0002081,0.000050000,50,1-fit.000024.000034.txt
mdifffitid0001282,mconcatfitid0002081,0.000050000,50,1-fit.000024.000046.txt
mdifffitid0001283,mconcatfitid0002081,0.000050000,50,1-fit.000024.000047.txt
mdifffitid0001284,mconcatfitid0002081,0.000050000,50,1-fit.000024.000048.txt
mdifffitid0001285,mconcatfitid0002081,0.000050000,50,1-fit.000024.000049.txt
mdifffitid0001286,mconcatfitid0002081,0.000050000,50,1-fit.000024.000050.txt
mdifffitid0001287,mconcatfitid0002081,0.000050000,50,1-fit.000024.000051.txt
mdifffitid0001288,mconcatfitid0002081,0.000050000,50,1-fit.000024.000052.txt
mdifffitid0001289,mconcatfitid0002081,0.000050000,50,1-fit.000024.000053.txt
mdifffitid0001280,mconcatfitid0002081,0.000050000,50,1-fit.000024.000044.txt
mdifffitid0001281,mconcatfitid0002081,0.000050000,50,1-fit.000024.000045.txt
mdifffitid0001210,mconcatfitid0002081,0.000050000,50,1-fit.000022.000055.txt
mdifffitid0001211,mconcatfitid0002081,0.000050000,50,1-fit.000022.000056.txt
mdifffitid0001212,mconcatfitid0002081,0.000050000,50,1-fit.000022.000057.txt
mdifffitid0001213,mconcatfitid0002081,0.000050000,50,1-fit.000022.000058.txt
mdifffitid0001214,mconcatfitid0002081,0.000050000,50,1-fit.000022.000059.txt
mdifffitid0001215,mconcatfitid0002081,0.000050000,50,1-fit.000022.000060.txt
mdifffitid0001216,mconcatfitid0002081,0.000050000,50,1-fit.000022.000061.txt
mdifffitid0001217,mconcatfitid0002081,0.000050000,50,1-fit.000022.000062.txt
mdifffitid0001218,mconcatfitid0002081,0.000050000,50,1-fit.000022.000063.txt
mdifffitid0001219,mconcatfitid0002081,0.000050000,50,1-fit.000022.000064.txt
mdifffitid0001220,mconcatfitid0002081,0.000050000,50,1-fit.000023.000024.txt
mdifffitid0001221,mconcatfitid0002081,0.000050000,50,1-fit.000023.000025.txt
mdifffitid0001222,mconcatfitid0002081,0.000050000,50,1-fit.000023.000026.txt
mdifffitid0001223,mconcatfitid0002081,0.000050000,50,1-fit.000023.000027.txt
mdifffitid0001224,mconcatfitid0002081,0.000050000,50,1-fit.000023.000028.txt
mdifffitid0001225,mconcatfitid0002081,0.000050000,50,1-fit.000023.000029.txt
mdifffitid0001226,mconcatfitid0002081,0.000287000,287,1-fit.000023.000030.txt
mdifffitid0001227,mconcatfitid0002081,0.000288000,288,1-fit.000023.000031.txt
mdifffitid0001228,mconcatfitid0002081,0.000050000,50,1-fit.000023.000032.txt
mdifffitid0001229,mconcatfitid0002081,0.000050000,50,1-fit.000023.000033.txt
mdifffitid0001230,mconcatfitid0002081,0.000050000,50,1-fit.000023.000034.txt
mdifffitid0001231,mconcatfitid0002081,0.000050000,50,1-fit.000023.000035.txt
mdifffitid0001232,mconcatfitid0002081,0.000050000,50,1-fit.000023.000036.txt
mdifffitid0001233,mconcatfitid0002081,0.000050000,50,1-fit.000023.000037.txt
mdifffitid0001234,mconcatfitid0002081,0.000050000,50,1-fit.000023.000038.txt
mdifffitid0001235,mconcatfitid0002081,0.000050000,50,1-fit.000023.000039.txt
mdifffitid0001236,mconcatfitid0002081,0.000050000,50,1-fit.000023.000040.txt
mdifffitid0001237,mconcatfitid0002081,0.000050000,50,1-fit.000023.000041.txt
mdifffitid0001238,mconcatfitid0002081,0.000050000,50,1-fit.000023.000042.txt
mdifffitid0001239,mconcatfitid0002081,0.000050000,50,1-fit.000023.000043.txt
mdifffitid0001240,mconcatfitid0002081,0.000050000,50,1-fit.000023.000044.txt
mdifffitid0001241,mconcatfitid0002081,0.000050000,50,1-fit.000023.000045.txt
mdifffitid0001242,mconcatfitid0002081,0.000050000,50,1-fit.000023.000046.txt
mdifffitid0001243,mconcatfitid0002081,0.000050000,50,1-fit.000023.000047.txt
mdifffitid0001244,mconcatfitid0002081,0.000050000,50,1-fit.000023.000048.txt
mdifffitid0001245,mconcatfitid0002081,0.000050000,50,1-fit.000023.000049.txt
mdifffitid0001246,mconcatfitid0002081,0.000050000,50,1-fit.000023.000050.txt
mdifffitid0001247,mconcatfitid0002081,0.000050000,50,1-fit.000023.000051.txt
mdifffitid0001248,mconcatfitid0002081,0.000050000,50,1-fit.000023.000052.txt
mdifffitid0001249,mconcatfitid0002081,0.000050000,50,1-fit.000023.000053.txt
mdifffitid0001200,mconcatfitid0002081,0.000050000,50,1-fit.000022.000045.txt
mdifffitid0001201,mconcatfitid0002081,0.000050000,50,1-fit.000022.000046.txt
mdifffitid0001202,mconcatfitid0002081,0.000050000,50,1-fit.000022.000047.txt
mdifffitid0001203,mconcatfitid0002081,0.000050000,50,1-fit.000022.000048.txt
mdifffitid0001204,mconcatfitid0002081,0.000050000,50,1-fit.000022.000049.txt
mdifffitid0001205,mconcatfitid0002081,0.000050000,50,1-fit.000022.000050.txt
mdifffitid0001206,mconcatfitid0002081,0.000050000,50,1-fit.000022.000051.txt
mdifffitid0001207,mconcatfitid0002081,0.000050000,50,1-fit.000022.000052.txt
mdifffitid0001208,mconcatfitid0002081,0.000050000,50,1-fit.000022.000053.txt
mdifffitid0001209,mconcatfitid0002081,0.000050000,50,1-fit.000022.000054.txt
mdifffitid0001293,mconcatfitid0002081,0.000050000,50,1-fit.000024.000057.txt
mdifffitid0001294,mconcatfitid0002081,0.000050000,50,1-fit.000024.000058.txt
mdifffitid0001295,mconcatfitid0002081,0.000050000,50,1-fit.000024.000059.txt
mdifffitid0001296,mconcatfitid0002081,0.000050000,50,1-fit.000024.000060.txt
mdifffitid0001297,mconcatfitid0002081,0.000050000,50,1-fit.000024.000061.txt
mdifffitid0001298,mconcatfitid0002081,0.000050000,50,1-fit.000024.000062.txt
mdifffitid0001299,mconcatfitid0002081,0.000050000,50,1-fit.000024.000063.txt
mdifffitid0001290,mconcatfitid0002081,0.000050000,50,1-fit.000024.000054.txt
mdifffitid0001291,mconcatfitid0002081,0.000050000,50,1-fit.000024.000055.txt
mdifffitid0001292,mconcatfitid0002081,0.000050000,50,1-fit.000024.000056.txt
mdifffitid0001130,mconcatfitid0002081,0.000050000,50,1-fit.000020.000060.txt
mdifffitid0001131,mconcatfitid0002081,0.000050000,50,1-fit.000020.000061.txt
mdifffitid0001132,mconcatfitid0002081,0.000050000,50,1-fit.000020.000062.txt
mdifffitid0001133,mconcatfitid0002081,0.000050000,50,1-fit.000020.000063.txt
mdifffitid0001134,mconcatfitid0002081,0.000050000,50,1-fit.000020.000064.txt
mdifffitid0001135,mconcatfitid0002081,0.000297000,297,1-fit.000021.000022.txt
mdifffitid0001136,mconcatfitid0002081,0.000050000,50,1-fit.000021.000023.txt
mdifffitid0001137,mconcatfitid0002081,0.000050000,50,1-fit.000021.000024.txt
mdifffitid0001138,mconcatfitid0002081,0.000050000,50,1-fit.000021.000025.txt
mdifffitid0001139,mconcatfitid0002081,0.000050000,50,1-fit.000021.000026.txt
mdifffitid0001140,mconcatfitid0002081,0.000050000,50,1-fit.000021.000027.txt
mdifffitid0001141,mconcatfitid0002081,0.000286000,286,1-fit.000021.000028.txt
mdifffitid0001142,mconcatfitid0002081,0.000293000,293,1-fit.000021.000029.txt
mdifffitid0001143,mconcatfitid0002081,0.000288000,288,1-fit.000021.000030.txt
mdifffitid0001144,mconcatfitid0002081,0.000050000,50,1-fit.000021.000031.txt
mdifffitid0001145,mconcatfitid0002081,0.000050000,50,1-fit.000021.000032.txt
mdifffitid0001146,mconcatfitid0002081,0.000050000,50,1-fit.000021.000033.txt
mdifffitid0001147,mconcatfitid0002081,0.000050000,50,1-fit.000021.000034.txt
mdifffitid0001148,mconcatfitid0002081,0.000050000,50,1-fit.000021.000035.txt
mdifffitid0001149,mconcatfitid0002081,0.000050000,50,1-fit.000021.000036.txt
mdifffitid0001150,mconcatfitid0002081,0.000050000,50,1-fit.000021.000037.txt
mdifffitid0001151,mconcatfitid0002081,0.000050000,50,1-fit.000021.000038.txt
mdifffitid0001152,mconcatfitid0002081,0.000050000,50,1-fit.000021.000039.txt
mdifffitid0001153,mconcatfitid0002081,0.000050000,50,1-fit.000021.000040.txt
mdifffitid0001154,mconcatfitid0002081,0.000050000,50,1-fit.000021.000041.txt
mdifffitid0001155,mconcatfitid0002081,0.000050000,50,1-fit.000021.000042.txt
mdifffitid0001156,mconcatfitid0002081,0.000050000,50,1-fit.000021.000043.txt
mdifffitid0001157,mconcatfitid0002081,0.000050000,50,1-fit.000021.000044.txt
mdifffitid0001158,mconcatfitid0002081,0.000050000,50,1-fit.000021.000045.txt
mdifffitid0001159,mconcatfitid0002081,0.000050000,50,1-fit.000021.000046.txt
mdifffitid0001161,mconcatfitid0002081,0.000050000,50,1-fit.000021.000048.txt
mdifffitid0001162,mconcatfitid0002081,0.000050000,50,1-fit.000021.000049.txt
mdifffitid0001163,mconcatfitid0002081,0.000050000,50,1-fit.000021.000050.txt
mdifffitid0001164,mconcatfitid0002081,0.000050000,50,1-fit.000021.000051.txt
mdifffitid0001165,mconcatfitid0002081,0.000050000,50,1-fit.000021.000052.txt
mdifffitid0001166,mconcatfitid0002081,0.000050000,50,1-fit.000021.000053.txt
mdifffitid0001167,mconcatfitid0002081,0.000050000,50,1-fit.000021.000054.txt
mdifffitid0001168,mconcatfitid0002081,0.000050000,50,1-fit.000021.000055.txt
mdifffitid0001169,mconcatfitid0002081,0.000050000,50,1-fit.000021.000056.txt
mdifffitid0001160,mconcatfitid0002081,0.000050000,50,1-fit.000021.000047.txt
mdifffitid0001100,mconcatfitid0002081,0.000050000,50,1-fit.000020.000030.txt
mdifffitid0001101,mconcatfitid0002081,0.000050000,50,1-fit.000020.000031.txt
mdifffitid0001102,mconcatfitid0002081,0.000050000,50,1-fit.000020.000032.txt
mdifffitid0001103,mconcatfitid0002081,0.000050000,50,1-fit.000020.000033.txt
mdifffitid0001104,mconcatfitid0002081,0.000050000,50,1-fit.000020.000034.txt
mdifffitid0001105,mconcatfitid0002081,0.000050000,50,1-fit.000020.000035.txt
mdifffitid0001106,mconcatfitid0002081,0.000050000,50,1-fit.000020.000036.txt
mdifffitid0001107,mconcatfitid0002081,0.000050000,50,1-fit.000020.000037.txt
mdifffitid0001108,mconcatfitid0002081,0.000050000,50,1-fit.000020.000038.txt
mdifffitid0001109,mconcatfitid0002081,0.000050000,50,1-fit.000020.000039.txt
mdifffitid0001110,mconcatfitid0002081,0.000050000,50,1-fit.000020.000040.txt
mdifffitid0001111,mconcatfitid0002081,0.000050000,50,1-fit.000020.000041.txt
mdifffitid0001112,mconcatfitid0002081,0.000050000,50,1-fit.000020.000042.txt
mdifffitid0001113,mconcatfitid0002081,0.000050000,50,1-fit.000020.000043.txt
mdifffitid0001114,mconcatfitid0002081,0.000050000,50,1-fit.000020.000044.txt
mdifffitid0001115,mconcatfitid0002081,0.000050000,50,1-fit.000020.000045.txt
mdifffitid0001116,mconcatfitid0002081,0.000050000,50,1-fit.000020.000046.txt
mdifffitid0001117,mconcatfitid0002081,0.000050000,50,1-fit.000020.000047.txt
mdifffitid0001118,mconcatfitid0002081,0.000050000,50,1-fit.000020.000048.txt
mdifffitid0001119,mconcatfitid0002081,0.000050000,50,1-fit.000020.000049.txt
mdifffitid0001120,mconcatfitid0002081,0.000050000,50,1-fit.000020.000050.txt
mdifffitid0001121,mconcatfitid0002081,0.000050000,50,1-fit.000020.000051.txt
mdifffitid0001122,mconcatfitid0002081,0.000050000,50,1-fit.000020.000052.txt
mdifffitid0001123,mconcatfitid0002081,0.000050000,50,1-fit.000020.000053.txt
mdifffitid0001124,mconcatfitid0002081,0.000050000,50,1-fit.000020.000054.txt
mdifffitid0001125,mconcatfitid0002081,0.000050000,50,1-fit.000020.000055.txt
mdifffitid0001126,mconcatfitid0002081,0.000050000,50,1-fit.000020.000056.txt
mdifffitid0001127,mconcatfitid0002081,0.000050000,50,1-fit.000020.000057.txt
mdifffitid0001128,mconcatfitid0002081,0.000050000,50,1-fit.000020.000058.txt
mdifffitid0001129,mconcatfitid0002081,0.000050000,50,1-fit.000020.000059.txt
mdifffitid0001172,mconcatfitid0002081,0.000050000,50,1-fit.000021.000059.txt
mdifffitid0001173,mconcatfitid0002081,0.000050000,50,1-fit.000021.000060.txt
mdifffitid0001174,mconcatfitid0002081,0.000050000,50,1-fit.000021.000061.txt
mdifffitid0001175,mconcatfitid0002081,0.000050000,50,1-fit.000021.000062.txt
mdifffitid0001176,mconcatfitid0002081,0.000050000,50,1-fit.000021.000063.txt
mdifffitid0001177,mconcatfitid0002081,0.000050000,50,1-fit.000021.000064.txt
mdifffitid0001178,mconcatfitid0002081,0.000296000,296,1-fit.000022.000023.txt
mdifffitid0001179,mconcatfitid0002081,0.000050000,50,1-fit.000022.000024.txt
mdifffitid0001170,mconcatfitid0002081,0.000050000,50,1-fit.000021.000057.txt
mdifffitid0001171,mconcatfitid0002081,0.000050000,50,1-fit.000021.000058.txt
mdifffitid0001183,mconcatfitid0002081,0.000050000,50,1-fit.000022.000028.txt
mdifffitid0001184,mconcatfitid0002081,0.000284000,284,1-fit.000022.000029.txt
mdifffitid0001185,mconcatfitid0002081,0.000296000,296,1-fit.000022.000030.txt
mdifffitid0001186,mconcatfitid0002081,0.000286000,286,1-fit.000022.000031.txt
mdifffitid0001187,mconcatfitid0002081,0.000050000,50,1-fit.000022.000032.txt
mdifffitid0001188,mconcatfitid0002081,0.000050000,50,1-fit.000022.000033.txt
mdifffitid0001189,mconcatfitid0002081,0.000050000,50,1-fit.000022.000034.txt
mdifffitid0001180,mconcatfitid0002081,0.000050000,50,1-fit.000022.000025.txt
mdifffitid0001181,mconcatfitid0002081,0.000050000,50,1-fit.000022.000026.txt
mdifffitid0001182,mconcatfitid0002081,0.000050000,50,1-fit.000022.000027.txt
mdifffitid0001194,mconcatfitid0002081,0.000050000,50,1-fit.000022.000039.txt
mdifffitid0001195,mconcatfitid0002081,0.000050000,50,1-fit.000022.000040.txt
mdifffitid0001196,mconcatfitid0002081,0.000050000,50,1-fit.000022.000041.txt
mdifffitid0001197,mconcatfitid0002081,0.000050000,50,1-fit.000022.000042.txt
mdifffitid0001198,mconcatfitid0002081,0.000050000,50,1-fit.000022.000043.txt
mdifffitid0001199,mconcatfitid0002081,0.000050000,50,1-fit.000022.000044.txt
mdifffitid0001190,mconcatfitid0002081,0.000050000,50,1-fit.000022.000035.txt
mdifffitid0001191,mconcatfitid0002081,0.000050000,50,1-fit.000022.000036.txt
mdifffitid0001192,mconcatfitid0002081,0.000050000,50,1-fit.000022.000037.txt
mdifffitid0001193,mconcatfitid0002081,0.000050000,50,1-fit.000022.000038.txt
mdifffitid0001010,mconcatfitid0002081,0.000050000,50,1-fit.000018.000029.txt
mdifffitid0001011,mconcatfitid0002081,0.000050000,50,1-fit.000018.000030.txt
mdifffitid0001012,mconcatfitid0002081,0.000050000,50,1-fit.000018.000031.txt
mdifffitid0001013,mconcatfitid0002081,0.000050000,50,1-fit.000018.000032.txt
mdifffitid0001014,mconcatfitid0002081,0.000050000,50,1-fit.000018.000033.txt
mdifffitid0001015,mconcatfitid0002081,0.000050000,50,1-fit.000018.000034.txt
mdifffitid0001016,mconcatfitid0002081,0.000050000,50,1-fit.000018.000035.txt
mdifffitid0001017,mconcatfitid0002081,0.000050000,50,1-fit.000018.000036.txt
mdifffitid0001018,mconcatfitid0002081,0.000050000,50,1-fit.000018.000037.txt
mdifffitid0001019,mconcatfitid0002081,0.000050000,50,1-fit.000018.000038.txt
mdifffitid0001020,mconcatfitid0002081,0.000050000,50,1-fit.000018.000039.txt
mdifffitid0001021,mconcatfitid0002081,0.000050000,50,1-fit.000018.000040.txt
mdifffitid0001022,mconcatfitid0002081,0.000050000,50,1-fit.000018.000041.txt
mdifffitid0001023,mconcatfitid0002081,0.000050000,50,1-fit.000018.000042.txt
mdifffitid0001024,mconcatfitid0002081,0.000050000,50,1-fit.000018.000043.txt
mdifffitid0001025,mconcatfitid0002081,0.000050000,50,1-fit.000018.000044.txt
mdifffitid0001026,mconcatfitid0002081,0.000050000,50,1-fit.000018.000045.txt
mdifffitid0001027,mconcatfitid0002081,0.000050000,50,1-fit.000018.000046.txt
mdifffitid0001028,mconcatfitid0002081,0.000050000,50,1-fit.000018.000047.txt
mdifffitid0001029,mconcatfitid0002081,0.000050000,50,1-fit.000018.000048.txt
mdifffitid0001030,mconcatfitid0002081,0.000050000,50,1-fit.000018.000049.txt
mdifffitid0001031,mconcatfitid0002081,0.000050000,50,1-fit.000018.000050.txt
mdifffitid0001032,mconcatfitid0002081,0.000050000,50,1-fit.000018.000051.txt
mdifffitid0001033,mconcatfitid0002081,0.000050000,50,1-fit.000018.000052.txt
mdifffitid0001034,mconcatfitid0002081,0.000050000,50,1-fit.000018.000053.txt
mdifffitid0001035,mconcatfitid0002081,0.000050000,50,1-fit.000018.000054.txt
mdifffitid0001036,mconcatfitid0002081,0.000050000,50,1-fit.000018.000055.txt
mdifffitid0001037,mconcatfitid0002081,0.000050000,50,1-fit.000018.000056.txt
mdifffitid0001038,mconcatfitid0002081,0.000050000,50,1-fit.000018.000057.txt
mdifffitid0001039,mconcatfitid0002081,0.000050000,50,1-fit.000018.000058.txt
mdifffitid0001040,mconcatfitid0002081,0.000050000,50,1-fit.000018.000059.txt
mdifffitid0001041,mconcatfitid0002081,0.000050000,50,1-fit.000018.000060.txt
mdifffitid0001042,mconcatfitid0002081,0.000050000,50,1-fit.000018.000061.txt
mdifffitid0001043,mconcatfitid0002081,0.000050000,50,1-fit.000018.000062.txt
mdifffitid0001044,mconcatfitid0002081,0.000050000,50,1-fit.000018.000063.txt
mdifffitid0001045,mconcatfitid0002081,0.000050000,50,1-fit.000018.000064.txt
mdifffitid0001046,mconcatfitid0002081,0.000293000,293,1-fit.000019.000020.txt
mdifffitid0001047,mconcatfitid0002081,0.000050000,50,1-fit.000019.000021.txt
mdifffitid0001048,mconcatfitid0002081,0.000050000,50,1-fit.000019.000022.txt
mdifffitid0001049,mconcatfitid0002081,0.000050000,50,1-fit.000019.000023.txt
mdifffitid0001000,mconcatfitid0002081,0.000297000,297,1-fit.000018.000019.txt
mdifffitid0001001,mconcatfitid0002081,0.000050000,50,1-fit.000018.000020.txt
mdifffitid0001002,mconcatfitid0002081,0.000050000,50,1-fit.000018.000021.txt
mdifffitid0001003,mconcatfitid0002081,0.000050000,50,1-fit.000018.000022.txt
mdifffitid0001004,mconcatfitid0002081,0.000050000,50,1-fit.000018.000023.txt
mdifffitid0001005,mconcatfitid0002081,0.000050000,50,1-fit.000018.000024.txt
mdifffitid0001006,mconcatfitid0002081,0.000266000,266,1-fit.000018.000025.txt
mdifffitid0001007,mconcatfitid0002081,0.000295000,295,1-fit.000018.000026.txt
mdifffitid0001008,mconcatfitid0002081,0.000288000,288,1-fit.000018.000027.txt
mdifffitid0001009,mconcatfitid0002081,0.000050000,50,1-fit.000018.000028.txt
mdifffitid0001095,mconcatfitid0002081,0.000050000,50,1-fit.000020.000025.txt
mdifffitid0001096,mconcatfitid0002081,0.000050000,50,1-fit.000020.000026.txt
mdifffitid0001097,mconcatfitid0002081,0.000287000,287,1-fit.000020.000027.txt
mdifffitid0001098,mconcatfitid0002081,0.000295000,295,1-fit.000020.000028.txt
mdifffitid0001099,mconcatfitid0002081,0.000285000,285,1-fit.000020.000029.txt
mdifffitid0001090,mconcatfitid0002081,0.000050000,50,1-fit.000019.000064.txt
mdifffitid0001091,mconcatfitid0002081,0.000297000,297,1-fit.000020.000021.txt
mdifffitid0001092,mconcatfitid0002081,0.000050000,50,1-fit.000020.000022.txt
mdifffitid0001093,mconcatfitid0002081,0.000050000,50,1-fit.000020.000023.txt
mdifffitid0001094,mconcatfitid0002081,0.000050000,50,1-fit.000020.000024.txt
mdifffitid0001051,mconcatfitid0002081,0.000050000,50,1-fit.000019.000025.txt
mdifffitid0001052,mconcatfitid0002081,0.000292000,292,1-fit.000019.000026.txt
mdifffitid0001053,mconcatfitid0002081,0.000293000,293,1-fit.000019.000027.txt
mdifffitid0001054,mconcatfitid0002081,0.000287000,287,1-fit.000019.000028.txt
mdifffitid0001055,mconcatfitid0002081,0.000050000,50,1-fit.000019.000029.txt
mdifffitid0001056,mconcatfitid0002081,0.000050000,50,1-fit.000019.000030.txt
mdifffitid0001057,mconcatfitid0002081,0.000050000,50,1-fit.000019.000031.txt
mdifffitid0001058,mconcatfitid0002081,0.000050000,50,1-fit.000019.000032.txt
mdifffitid0001059,mconcatfitid0002081,0.000050000,50,1-fit.000019.000033.txt
mdifffitid0001050,mconcatfitid0002081,0.000050000,50,1-fit.000019.000024.txt
mdifffitid0001062,mconcatfitid0002081,0.000050000,50,1-fit.000019.000036.txt
mdifffitid0001063,mconcatfitid0002081,0.000050000,50,1-fit.000019.000037.txt
mdifffitid0001064,mconcatfitid0002081,0.000050000,50,1-fit.000019.000038.txt
mdifffitid0001065,mconcatfitid0002081,0.000050000,50,1-fit.000019.000039.txt
mdifffitid0001066,mconcatfitid0002081,0.000050000,50,1-fit.000019.000040.txt
mdifffitid0001067,mconcatfitid0002081,0.000050000,50,1-fit.000019.000041.txt
mdifffitid0001068,mconcatfitid0002081,0.000050000,50,1-fit.000019.000042.txt
mdifffitid0001069,mconcatfitid0002081,0.000050000,50,1-fit.000019.000043.txt
mdifffitid0001060,mconcatfitid0002081,0.000050000,50,1-fit.000019.000034.txt
mdifffitid0001061,mconcatfitid0002081,0.000050000,50,1-fit.000019.000035.txt
mdifffitid0001073,mconcatfitid0002081,0.000050000,50,1-fit.000019.000047.txt
mdifffitid0001074,mconcatfitid0002081,0.000050000,50,1-fit.000019.000048.txt
mdifffitid0001075,mconcatfitid0002081,0.000050000,50,1-fit.000019.000049.txt
mdifffitid0001076,mconcatfitid0002081,0.000050000,50,1-fit.000019.000050.txt
mdifffitid0001077,mconcatfitid0002081,0.000050000,50,1-fit.000019.000051.txt
mdifffitid0001078,mconcatfitid0002081,0.000050000,50,1-fit.000019.000052.txt
mdifffitid0001079,mconcatfitid0002081,0.000050000,50,1-fit.000019.000053.txt
mdifffitid0001070,mconcatfitid0002081,0.000050000,50,1-fit.000019.000044.txt
mdifffitid0001071,mconcatfitid0002081,0.000050000,50,1-fit.000019.000045.txt
mdifffitid0001072,mconcatfitid0002081,0.000050000,50,1-fit.000019.000046.txt
mdifffitid0001084,mconcatfitid0002081,0.000050000,50,1-fit.000019.000058.txt
mdifffitid0001085,mconcatfitid0002081,0.000050000,50,1-fit.000019.000059.txt
mdifffitid0001086,mconcatfitid0002081,0.000050000,50,1-fit.000019.000060.txt
mdifffitid0001087,mconcatfitid0002081,0.000050000,50,1-fit.000019.000061.txt
mdifffitid0001088,mconcatfitid0002081,0.000050000,50,1-fit.000019.000062.txt
mdifffitid0001089,mconcatfitid0002081,0.000050000,50,1-fit.000019.000063.txt
mdifffitid0001080,mconcatfitid0002081,0.000050000,50,1-fit.000019.000054.txt
mdifffitid0001081,mconcatfitid0002081,0.000050000,50,1-fit.000019.000055.txt
mdifffitid0001082,mconcatfitid0002081,0.000050000,50,1-fit.000019.000056.txt
mdifffitid0001083,mconcatfitid0002081,0.000050000,50,1-fit.000019.000057.txt
mconcatfitid0002081,mbgmodelid0002082,0.032657000,32657,1-fits.tbl
mbgmodelid0002082,mbackgroundid0002083,0.002751000,2751,1-corrections.tbl
mprojectid0000001,mbackgroundid0002083,106.220160000,106220160,pposs2ukstu_blue_001_001.fits|pposs2ukstu_blue_001_001_area.fits
mbgmodelid0002082,mbackgroundid0002084,0.002751000,2751,1-corrections.tbl
mprojectid0000002,mbackgroundid0002084,106.467840000,106467840,pposs2ukstu_blue_001_002.fits|pposs2ukstu_blue_001_002_area.fits
mbgmodelid0002082,mbackgroundid0002085,0.002751000,2751,1-corrections.tbl
mprojectid0000003,mbackgroundid0002085,106.427520000,106427520,pposs2ukstu_blue_001_003.fits|pposs2ukstu_blue_001_003_area.fits
mbgmodelid0002082,mbackgroundid0002086,0.002751000,2751,1-corrections.tbl
mprojectid0000004,mbackgroundid0002086,106.387200000,106387200,pposs2ukstu_blue_001_004.fits|pposs2ukstu_blue_001_004_area.fits
mbgmodelid0002082,mbackgroundid0002087,0.002751000,2751,1-corrections.tbl
mprojectid0000005,mbackgroundid0002087,106.508160000,106508160,pposs2ukstu_blue_001_005.fits|pposs2ukstu_blue_001_005_area.fits
mbgmodelid0002082,mbackgroundid0002088,0.002751000,2751,1-corrections.tbl
mprojectid0000006,mbackgroundid0002088,106.554240000,106554240,pposs2ukstu_blue_001_006.fits|pposs2ukstu_blue_001_006_area.fits
mbgmodelid0002082,mbackgroundid0002089,0.002751000,2751,1-corrections.tbl
mprojectid0000007,mbackgroundid0002089,106.594560000,106594560,pposs2ukstu_blue_001_007.fits|pposs2ukstu_blue_001_007_area.fits
mbgmodelid0002082,mbackgroundid0002090,0.002751000,2751,1-corrections.tbl
